"code";"city";"state";"region";"population"
110001;"Alta Floresta D'Oeste";"Rondônia";"NORTE";25437
110002;"Ariquemes";"Rondônia";"NORTE";107345
110003;"Cabixi";"Rondônia";"NORTE";6224
110004;"Cacoal";"Rondônia";"NORTE";88507
110005;"Cerejeiras";"Rondônia";"NORTE";17934
110006;"Colorado do Oeste";"Rondônia";"NORTE";18467
110007;"Corumbiara";"Rondônia";"NORTE";8659
110008;"Costa Marques";"Rondônia";"NORTE";17400
110009;"Espigão D'Oeste";"Rondônia";"NORTE";33030
110010;"Guajará-Mirim";"Rondônia";"NORTE";47451
110011;"Jaru";"Rondônia";"NORTE";55871
110012;"Ji-Paraná";"Rondônia";"NORTE";132667
110013;"Machadinho D'Oeste";"Rondônia";"NORTE";38609
110014;"Nova Brasilândia D'Oeste";"Rondônia";"NORTE";21747
110015;"Ouro Preto do Oeste";"Rondônia";"NORTE";39759
110018;"Pimenta Bueno";"Rondônia";"NORTE";38051
110020;"Porto Velho";"Rondônia";"NORTE";519436
110025;"Presidente Médici";"Rondônia";"NORTE";22124
110026;"Rio Crespo";"Rondônia";"NORTE";3829
110028;"Rolim de Moura";"Rondônia";"NORTE";57074
110029;"Santa Luzia D'Oeste";"Rondônia";"NORTE";8198
110030;"Vilhena";"Rondônia";"NORTE";95630
110032;"São Miguel do Guaporé";"Rondônia";"NORTE";24181
110033;"Nova Mamoré";"Rondônia";"NORTE";28891
110034;"Alvorada D'Oeste";"Rondônia";"NORTE";16747
110037;"Alto Alegre dos Parecis";"Rondônia";"NORTE";14045
110040;"Alto Paraíso";"Rondônia";"NORTE";20916
110045;"Buritis";"Rondônia";"NORTE";39044
110050;"Novo Horizonte do Oeste";"Rondônia";"NORTE";10051
110060;"Cacaulândia";"Rondônia";"NORTE";6460
110070;"Campo Novo de Rondônia";"Rondônia";"NORTE";14484
110080;"Candeias do Jamari";"Rondônia";"NORTE";25266
110090;"Castanheiras";"Rondônia";"NORTE";3550
110092;"Chupinguaia";"Rondônia";"NORTE";10593
110094;"Cujubim";"Rondônia";"NORTE";22443
110100;"Governador Jorge Teixeira";"Rondônia";"NORTE";9745
110110;"Itapuã do Oeste";"Rondônia";"NORTE";10310
110120;"Ministro Andreazza";"Rondônia";"NORTE";10751
110130;"Mirante da Serra";"Rondônia";"NORTE";12258
110140;"Monte Negro";"Rondônia";"NORTE";16186
110143;"Nova União";"Rondônia";"NORTE";7769
110145;"Parecis";"Rondônia";"NORTE";5904
110146;"Pimenteiras do Oeste";"Rondônia";"NORTE";2410
110147;"Primavera de Rondônia";"Rondônia";"NORTE";3411
110148;"São Felipe D'Oeste";"Rondônia";"NORTE";5994
110149;"São Francisco do Guaporé";"Rondônia";"NORTE";19694
110150;"Seringueiras";"Rondônia";"NORTE";12653
110155;"Teixeirópolis";"Rondônia";"NORTE";4931
110160;"Theobroma";"Rondônia";"NORTE";11350
110170;"Urupá";"Rondônia";"NORTE";13106
110175;"Vale do Anari";"Rondônia";"NORTE";11149
110180;"Vale do Paraíso";"Rondônia";"NORTE";8047
120001;"Acrelândia";"Acre";"NORTE";14366
120005;"Assis Brasil";"Acre";"NORTE";6986
120010;"Brasiléia";"Acre";"NORTE";24765
120013;"Bujari";"Acre";"NORTE";9664
120017;"Capixaba";"Acre";"NORTE";11136
120020;"Cruzeiro do Sul";"Acre";"NORTE";82622
120025;"Epitaciolândia";"Acre";"NORTE";17340
120030;"Feijó";"Acre";"NORTE";32360
120032;"Jordão";"Acre";"NORTE";7858
120033;"Mâncio Lima";"Acre";"NORTE";17910
120034;"Manoel Urbano";"Acre";"NORTE";8886
120035;"Marechal Thaumaturgo";"Acre";"NORTE";17897
120038;"Plácido de Castro";"Acre";"NORTE";18510
120039;"Porto Walter";"Acre";"NORTE";11353
120040;"Rio Branco";"Acre";"NORTE";383443
120042;"Rodrigues Alves";"Acre";"NORTE";17945
120043;"Santa Rosa do Purus";"Acre";"NORTE";6230
120045;"Senador Guiomard";"Acre";"NORTE";21552
120050;"Sena Madureira";"Acre";"NORTE";43139
120060;"Tarauacá";"Acre";"NORTE";40024
120070;"Xapuri";"Acre";"NORTE";18174
120080;"Porto Acre";"Acre";"NORTE";17459
130002;"Alvarães";"Amazonas";"NORTE";15908
130006;"Amaturá";"Amazonas";"NORTE";11242
130008;"Anamã";"Amazonas";"NORTE";12978
130010;"Anori";"Amazonas";"NORTE";20196
130014;"Apuí";"Amazonas";"NORTE";21406
130020;"Atalaia do Norte";"Amazonas";"NORTE";19054
130030;"Autazes";"Amazonas";"NORTE";38454
130040;"Barcelos";"Amazonas";"NORTE";27743
130050;"Barreirinha";"Amazonas";"NORTE";31542
130060;"Benjamin Constant";"Amazonas";"NORTE";41329
130063;"Beruri";"Amazonas";"NORTE";18978
130068;"Boa Vista do Ramos";"Amazonas";"NORTE";18483
130070;"Boca do Acre";"Amazonas";"NORTE";34176
130080;"Borba";"Amazonas";"NORTE";40464
130083;"Caapiranga";"Amazonas";"NORTE";12820
130090;"Canutama";"Amazonas";"NORTE";15490
130100;"Carauari";"Amazonas";"NORTE";28337
130110;"Careiro";"Amazonas";"NORTE";37399
130115;"Careiro da Várzea";"Amazonas";"NORTE";29190
130120;"Coari";"Amazonas";"NORTE";84762
130130;"Codajás";"Amazonas";"NORTE";27817
130140;"Eirunepé";"Amazonas";"NORTE";34888
130150;"Envira";"Amazonas";"NORTE";19492
130160;"Fonte Boa";"Amazonas";"NORTE";19669
130165;"Guajará";"Amazonas";"NORTE";16339
130170;"Humaitá";"Amazonas";"NORTE";53383
130180;"Ipixuna";"Amazonas";"NORTE";28299
130185;"Iranduba";"Amazonas";"NORTE";47407
130190;"Itacoatiara";"Amazonas";"NORTE";99854
130195;"Itamarati";"Amazonas";"NORTE";8128
130200;"Itapiranga";"Amazonas";"NORTE";9125
130210;"Japurá";"Amazonas";"NORTE";4205
130220;"Juruá";"Amazonas";"NORTE";13956
130230;"Jutaí";"Amazonas";"NORTE";15824
130240;"Lábrea";"Amazonas";"NORTE";44861
130250;"Manacapuru";"Amazonas";"NORTE";96460
130255;"Manaquiri";"Amazonas";"NORTE";30222
130260;"Manaus";"Amazonas";"NORTE";2130264
130270;"Manicoré";"Amazonas";"NORTE";54708
130280;"Maraã";"Amazonas";"NORTE";18531
130290;"Maués";"Amazonas";"NORTE";62212
130300;"Nhamundá";"Amazonas";"NORTE";20902
130310;"Nova Olinda do Norte";"Amazonas";"NORTE";36431
130320;"Novo Airão";"Amazonas";"NORTE";18586
130330;"Novo Aripuanã";"Amazonas";"NORTE";25112
130340;"Parintins";"Amazonas";"NORTE";113832
130350;"Pauini";"Amazonas";"NORTE";19597
130353;"Presidente Figueiredo";"Amazonas";"NORTE";34574
130356;"Rio Preto da Eva";"Amazonas";"NORTE";32001
130360;"Santa Isabel do Rio Negro";"Amazonas";"NORTE";23765
130370;"Santo Antônio do Içá";"Amazonas";"NORTE";23075
130380;"São Gabriel da Cachoeira";"Amazonas";"NORTE";44553
130390;"São Paulo de Olivença";"Amazonas";"NORTE";38047
130395;"São Sebastião do Uatumã";"Amazonas";"NORTE";13421
130400;"Silves";"Amazonas";"NORTE";9211
130406;"Tabatinga";"Amazonas";"NORTE";63635
130410;"Tapauá";"Amazonas";"NORTE";17930
130420;"Tefé";"Amazonas";"NORTE";62021
130423;"Tonantins";"Amazonas";"NORTE";18782
130426;"Uarini";"Amazonas";"NORTE";13428
130430;"Urucará";"Amazonas";"NORTE";16968
130440;"Urucurituba";"Amazonas";"NORTE";22148
140002;"Amajari";"Roraima";"NORTE";11560
140005;"Alto Alegre";"Roraima";"NORTE";15933
140010;"Boa Vista";"Roraima";"NORTE";332020
140015;"Bonfim";"Roraima";"NORTE";11945
140017;"Cantá";"Roraima";"NORTE";16877
140020;"Caracaraí";"Roraima";"NORTE";20807
140023;"Caroebe";"Roraima";"NORTE";9493
140028;"Iracema";"Roraima";"NORTE";10859
140030;"Mucajaí";"Roraima";"NORTE";16852
140040;"Normandia";"Roraima";"NORTE";10527
140045;"Pacaraima";"Roraima";"NORTE";12375
140047;"Rorainópolis";"Roraima";"NORTE";28215
140050;"São João da Baliza";"Roraima";"NORTE";7740
140060;"São Luiz";"Roraima";"NORTE";7597
140070;"Uiramutã";"Roraima";"NORTE";9836
150010;"Abaetetuba";"Pará";"NORTE";153380
150013;"Abel Figueiredo";"Pará";"NORTE";7231
150020;"Acará";"Pará";"NORTE";54096
150030;"Afuá";"Pará";"NORTE";38144
150034;"Água Azul do Norte";"Pará";"NORTE";26682
150040;"Alenquer";"Pará";"NORTE";55246
150050;"Almeirim";"Pará";"NORTE";33195
150060;"Altamira";"Pará";"NORTE";111435
150070;"Anajás";"Pará";"NORTE";28466
150080;"Ananindeua";"Pará";"NORTE";516057
150085;"Anapu";"Pará";"NORTE";27096
150090;"Augusto Corrêa";"Pará";"NORTE";44734
150095;"Aurora do Pará";"Pará";"NORTE";30471
150100;"Aveiro";"Pará";"NORTE";15947
150110;"Bagre";"Pará";"NORTE";29808
150120;"Baião";"Pará";"NORTE";46110
150125;"Bannach";"Pará";"NORTE";3200
150130;"Barcarena";"Pará";"NORTE";121190
150140;"Belém";"Pará";"NORTE";1452275
150145;"Belterra";"Pará";"NORTE";17249
150150;"Benevides";"Pará";"NORTE";60990
150157;"Bom Jesus do Tocantins";"Pará";"NORTE";16517
150160;"Bonito";"Pará";"NORTE";15834
150170;"Bragança";"Pará";"NORTE";124184
150172;"Brasil Novo";"Pará";"NORTE";14689
150175;"Brejo Grande do Araguaia";"Pará";"NORTE";7182
150178;"Breu Branco";"Pará";"NORTE";64194
150180;"Breves";"Pará";"NORTE";99896
150190;"Bujaru";"Pará";"NORTE";28331
150195;"Cachoeira do Piriá";"Pará";"NORTE";32947
150200;"Cachoeira do Arari";"Pará";"NORTE";23110
150210;"Cametá";"Pará";"NORTE";134100
150215;"Canaã dos Carajás";"Pará";"NORTE";36027
150220;"Capanema";"Pará";"NORTE";67150
150230;"Capitão Poço";"Pará";"NORTE";52839
150240;"Castanhal";"Pará";"NORTE";195253
150250;"Chaves";"Pará";"NORTE";23066
150260;"Colares";"Pará";"NORTE";11759
150270;"Conceição do Araguaia";"Pará";"NORTE";46571
150275;"Concórdia do Pará";"Pará";"NORTE";32395
150276;"Cumaru do Norte";"Pará";"NORTE";13093
150277;"Curionópolis";"Pará";"NORTE";17453
150280;"Curralinho";"Pará";"NORTE";33490
150285;"Curuá";"Pará";"NORTE";13996
150290;"Curuçá";"Pará";"NORTE";38959
150293;"Dom Eliseu";"Pará";"NORTE";58071
150295;"Eldorado do Carajás";"Pará";"NORTE";32892
150300;"Faro";"Pará";"NORTE";7009
150304;"Floresta do Araguaia";"Pará";"NORTE";19746
150307;"Garrafão do Norte";"Pará";"NORTE";25363
150309;"Goianésia do Pará";"Pará";"NORTE";39352
150310;"Gurupá";"Pará";"NORTE";32458
150320;"Igarapé-Açu";"Pará";"NORTE";37753
150330;"Igarapé-Miri";"Pará";"NORTE";60994
150340;"Inhangapi";"Pará";"NORTE";11388
150345;"Ipixuna do Pará";"Pará";"NORTE";62237
150350;"Irituia";"Pará";"NORTE";31673
150360;"Itaituba";"Pará";"NORTE";98523
150370;"Itupiranga";"Pará";"NORTE";51835
150375;"Jacareacanga";"Pará";"NORTE";8059
150380;"Jacundá";"Pará";"NORTE";57526
150390;"Juruti";"Pará";"NORTE";56325
150400;"Limoeiro do Ajuru";"Pará";"NORTE";28138
150405;"Mãe do Rio";"Pará";"NORTE";29260
150410;"Magalhães Barata";"Pará";"NORTE";8316
150420;"Marabá";"Pará";"NORTE";271594
150430;"Maracanã";"Pará";"NORTE";28679
150440;"Marapanim";"Pará";"NORTE";27569
150442;"Marituba";"Pará";"NORTE";127858
150445;"Medicilândia";"Pará";"NORTE";30726
150450;"Melgaço";"Pará";"NORTE";26897
150460;"Mocajuba";"Pará";"NORTE";30277
150470;"Moju";"Pará";"NORTE";79825
150475;"Mojuí dos Campos";"Pará";"NORTE";15646
150480;"Monte Alegre";"Pará";"NORTE";56466
150490;"Muaná";"Pará";"NORTE";39231
150495;"Nova Esperança do Piriá";"Pará";"NORTE";20789
150497;"Nova Ipixuna";"Pará";"NORTE";16221
150500;"Nova Timboteua";"Pará";"NORTE";14942
150503;"Novo Progresso";"Pará";"NORTE";25071
150506;"Novo Repartimento";"Pará";"NORTE";73802
150510;"Óbidos";"Pará";"NORTE";50727
150520;"Oeiras do Pará";"Pará";"NORTE";31619
150530;"Oriximiná";"Pará";"NORTE";71078
150540;"Ourém";"Pará";"NORTE";17356
150543;"Ourilândia do Norte";"Pará";"NORTE";31921
150548;"Pacajá";"Pará";"NORTE";46383
150549;"Palestina do Pará";"Pará";"NORTE";7386
150550;"Paragominas";"Pará";"NORTE";110026
150553;"Parauapebas";"Pará";"NORTE";202356
150555;"Pau d'Arco";"Pará";"NORTE";5341
150560;"Peixe-Boi";"Pará";"NORTE";7860
150563;"Piçarra";"Pará";"NORTE";12632
150565;"Placas";"Pará";"NORTE";30109
150570;"Ponta de Pedras";"Pará";"NORTE";30219
150580;"Portel";"Pará";"NORTE";60322
150590;"Porto de Moz";"Pará";"NORTE";39991
150600;"Prainha";"Pará";"NORTE";29067
150610;"Primavera";"Pará";"NORTE";10534
150611;"Quatipuru";"Pará";"NORTE";13237
150613;"Redenção";"Pará";"NORTE";82464
150616;"Rio Maria";"Pará";"NORTE";17705
150618;"Rondon do Pará";"Pará";"NORTE";50925
150619;"Rurópolis";"Pará";"NORTE";49093
150620;"Salinópolis";"Pará";"NORTE";39569
150630;"Salvaterra";"Pará";"NORTE";23096
150635;"Santa Bárbara do Pará";"Pará";"NORTE";20492
150640;"Santa Cruz do Arari";"Pará";"NORTE";9845
150650;"Santa Izabel do Pará";"Pará";"NORTE";68836
150655;"Santa Luzia do Pará";"Pará";"NORTE";19316
150658;"Santa Maria das Barreiras";"Pará";"NORTE";20849
150660;"Santa Maria do Pará";"Pará";"NORTE";24186
150670;"Santana do Araguaia";"Pará";"NORTE";70764
150680;"Santarém";"Pará";"NORTE";296302
150690;"Santarém Novo";"Pará";"NORTE";6526
150700;"Santo Antônio do Tauá";"Pará";"NORTE";30611
150710;"São Caetano de Odivelas";"Pará";"NORTE";17563
150715;"São Domingos do Araguaia";"Pará";"NORTE";24859
150720;"São Domingos do Capim";"Pará";"NORTE";31123
150730;"São Félix do Xingu";"Pará";"NORTE";124806
150740;"São Francisco do Pará";"Pará";"NORTE";15454
150745;"São Geraldo do Araguaia";"Pará";"NORTE";24188
150746;"São João da Ponta";"Pará";"NORTE";5970
150747;"São João de Pirabas";"Pará";"NORTE";22415
150750;"São João do Araguaia";"Pará";"NORTE";13616
150760;"São Miguel do Guamá";"Pará";"NORTE";57364
150770;"São Sebastião da Boa Vista";"Pará";"NORTE";25904
150775;"Sapucaia";"Pará";"NORTE";5766
150780;"Senador José Porfírio";"Pará";"NORTE";11357
150790;"Soure";"Pará";"NORTE";24682
150795;"Tailândia";"Pará";"NORTE";103321
150796;"Terra Alta";"Pará";"NORTE";11399
150797;"Terra Santa";"Pará";"NORTE";18257
150800;"Tomé-Açu";"Pará";"NORTE";61709
150803;"Tracuateua";"Pará";"NORTE";30108
150805;"Trairão";"Pará";"NORTE";18469
150808;"Tucumã";"Pará";"NORTE";38508
150810;"Tucuruí";"Pará";"NORTE";110516
150812;"Ulianópolis";"Pará";"NORTE";57525
150815;"Uruará";"Pará";"NORTE";44258
150820;"Vigia";"Pará";"NORTE";52216
150830;"Viseu";"Pará";"NORTE";59735
150835;"Vitória do Xingu";"Pará";"NORTE";14719
150840;"Xinguara";"Pará";"NORTE";43530
160005;"Serra do Navio";"Amapá";"NORTE";5111
160010;"Amapá";"Amapá";"NORTE";8757
160015;"Pedra Branca do Amapari";"Amapá";"NORTE";15125
160020;"Calçoene";"Amapá";"NORTE";10525
160021;"Cutias";"Amapá";"NORTE";5637
160023;"Ferreira Gomes";"Amapá";"NORTE";7270
160025;"Itaubal";"Amapá";"NORTE";5172
160027;"Laranjal do Jari";"Amapá";"NORTE";47554
160030;"Macapá";"Amapá";"NORTE";474706
160040;"Mazagão";"Amapá";"NORTE";20387
160050;"Oiapoque";"Amapá";"NORTE";25514
160053;"Porto Grande";"Amapá";"NORTE";20611
160055;"Pracuúba";"Amapá";"NORTE";4779
160060;"Santana";"Amapá";"NORTE";115471
160070;"Tartarugalzinho";"Amapá";"NORTE";16112
160080;"Vitória do Jari";"Amapá";"NORTE";14991
170025;"Abreulândia";"Tocantins";"NORTE";2571
170030;"Aguiarnópolis";"Tocantins";"NORTE";6460
170035;"Aliança do Tocantins";"Tocantins";"NORTE";5527
170040;"Almas";"Tocantins";"NORTE";7273
170070;"Alvorada";"Tocantins";"NORTE";8516
170100;"Ananás";"Tocantins";"NORTE";9749
170105;"Angico";"Tocantins";"NORTE";3423
170110;"Aparecida do Rio Negro";"Tocantins";"NORTE";4726
170130;"Aragominas";"Tocantins";"NORTE";5865
170190;"Araguacema";"Tocantins";"NORTE";7003
170200;"Araguaçu";"Tocantins";"NORTE";8692
170210;"Araguaína";"Tocantins";"NORTE";175960
170215;"Araguanã";"Tocantins";"NORTE";5645
170220;"Araguatins";"Tocantins";"NORTE";35216
170230;"Arapoema";"Tocantins";"NORTE";6756
170240;"Arraias";"Tocantins";"NORTE";10727
170255;"Augustinópolis";"Tocantins";"NORTE";18089
170270;"Aurora do Tocantins";"Tocantins";"NORTE";3735
170290;"Axixá do Tocantins";"Tocantins";"NORTE";9776
170300;"Babaçulândia";"Tocantins";"NORTE";10752
170305;"Bandeirantes do Tocantins";"Tocantins";"NORTE";3500
170307;"Barra do Ouro";"Tocantins";"NORTE";4544
170310;"Barrolândia";"Tocantins";"NORTE";5643
170320;"Bernardo Sayão";"Tocantins";"NORTE";4518
170330;"Bom Jesus do Tocantins";"Tocantins";"NORTE";4700
170360;"Brasilândia do Tocantins";"Tocantins";"NORTE";2199
170370;"Brejinho de Nazaré";"Tocantins";"NORTE";5499
170380;"Buriti do Tocantins";"Tocantins";"NORTE";11135
170382;"Cachoeirinha";"Tocantins";"NORTE";2276
170384;"Campos Lindos";"Tocantins";"NORTE";9795
170386;"Cariri do Tocantins";"Tocantins";"NORTE";4296
170388;"Carmolândia";"Tocantins";"NORTE";2555
170389;"Carrasco Bonito";"Tocantins";"NORTE";4055
170390;"Caseara";"Tocantins";"NORTE";5265
170410;"Centenário";"Tocantins";"NORTE";2866
170460;"Chapada de Areia";"Tocantins";"NORTE";1407
170510;"Chapada da Natividade";"Tocantins";"NORTE";3364
170550;"Colinas do Tocantins";"Tocantins";"NORTE";34839
170555;"Combinado";"Tocantins";"NORTE";4874
170560;"Conceição do Tocantins";"Tocantins";"NORTE";4179
170600;"Couto Magalhães";"Tocantins";"NORTE";5529
170610;"Cristalândia";"Tocantins";"NORTE";7374
170625;"Crixás do Tocantins";"Tocantins";"NORTE";1708
170650;"Darcinópolis";"Tocantins";"NORTE";5988
170700;"Dianópolis";"Tocantins";"NORTE";21738
170710;"Divinópolis do Tocantins";"Tocantins";"NORTE";6868
170720;"Dois Irmãos do Tocantins";"Tocantins";"NORTE";7286
170730;"Dueré";"Tocantins";"NORTE";4727
170740;"Esperantina";"Tocantins";"NORTE";10793
170755;"Fátima";"Tocantins";"NORTE";3879
170765;"Figueirópolis";"Tocantins";"NORTE";5352
170770;"Filadélfia";"Tocantins";"NORTE";8893
170820;"Formoso do Araguaia";"Tocantins";"NORTE";18684
170825;"Fortaleza do Tabocão";"Tocantins";"NORTE";2584
170830;"Goianorte";"Tocantins";"NORTE";5153
170900;"Goiatins";"Tocantins";"NORTE";12973
170930;"Guaraí";"Tocantins";"NORTE";25642
170950;"Gurupi";"Tocantins";"NORTE";85523
170980;"Ipueiras";"Tocantins";"NORTE";1955
171050;"Itacajá";"Tocantins";"NORTE";7456
171070;"Itaguatins";"Tocantins";"NORTE";5980
171090;"Itapiratins";"Tocantins";"NORTE";3772
171110;"Itaporã do Tocantins";"Tocantins";"NORTE";2465
171150;"Jaú do Tocantins";"Tocantins";"NORTE";3821
171180;"Juarina";"Tocantins";"NORTE";2229
171190;"Lagoa da Confusão";"Tocantins";"NORTE";12808
171195;"Lagoa do Tocantins";"Tocantins";"NORTE";4191
171200;"Lajeado";"Tocantins";"NORTE";3092
171215;"Lavandeira";"Tocantins";"NORTE";1875
171240;"Lizarda";"Tocantins";"NORTE";3787
171245;"Luzinópolis";"Tocantins";"NORTE";3038
171250;"Marianópolis do Tocantins";"Tocantins";"NORTE";5054
171270;"Mateiros";"Tocantins";"NORTE";2614
171280;"Maurilândia do Tocantins";"Tocantins";"NORTE";3409
171320;"Miracema do Tocantins";"Tocantins";"NORTE";19055
171330;"Miranorte";"Tocantins";"NORTE";13426
171360;"Monte do Carmo";"Tocantins";"NORTE";7770
171370;"Monte Santo do Tocantins";"Tocantins";"NORTE";2264
171380;"Palmeiras do Tocantins";"Tocantins";"NORTE";6535
171395;"Muricilândia";"Tocantins";"NORTE";3507
171420;"Natividade";"Tocantins";"NORTE";9312
171430;"Nazaré";"Tocantins";"NORTE";4060
171488;"Nova Olinda";"Tocantins";"NORTE";11715
171500;"Nova Rosalândia";"Tocantins";"NORTE";4203
171510;"Novo Acordo";"Tocantins";"NORTE";4267
171515;"Novo Alegre";"Tocantins";"NORTE";2353
171525;"Novo Jardim";"Tocantins";"NORTE";2697
171550;"Oliveira de Fátima";"Tocantins";"NORTE";1110
171570;"Palmeirante";"Tocantins";"NORTE";5859
171575;"Palmeirópolis";"Tocantins";"NORTE";7687
171610;"Paraíso do Tocantins";"Tocantins";"NORTE";50360
171620;"Paranã";"Tocantins";"NORTE";10562
171630;"Pau D'Arco";"Tocantins";"NORTE";4853
171650;"Pedro Afonso";"Tocantins";"NORTE";13288
171660;"Peixe";"Tocantins";"NORTE";11591
171665;"Pequizeiro";"Tocantins";"NORTE";5453
171670;"Colméia";"Tocantins";"NORTE";8409
171700;"Pindorama do Tocantins";"Tocantins";"NORTE";4520
171720;"Piraquê";"Tocantins";"NORTE";3044
171750;"Pium";"Tocantins";"NORTE";7536
171780;"Ponte Alta do Bom Jesus";"Tocantins";"NORTE";4645
171790;"Ponte Alta do Tocantins";"Tocantins";"NORTE";7949
171800;"Porto Alegre do Tocantins";"Tocantins";"NORTE";3102
171820;"Porto Nacional";"Tocantins";"NORTE";52828
171830;"Praia Norte";"Tocantins";"NORTE";8365
171840;"Presidente Kennedy";"Tocantins";"NORTE";3733
171845;"Pugmil";"Tocantins";"NORTE";2650
171850;"Recursolândia";"Tocantins";"NORTE";4230
171855;"Riachinho";"Tocantins";"NORTE";4601
171865;"Rio da Conceição";"Tocantins";"NORTE";2061
171870;"Rio dos Bois";"Tocantins";"NORTE";2810
171875;"Rio Sono";"Tocantins";"NORTE";6512
171880;"Sampaio";"Tocantins";"NORTE";4579
171884;"Sandolândia";"Tocantins";"NORTE";3410
171886;"Santa Fé do Araguaia";"Tocantins";"NORTE";7402
171888;"Santa Maria do Tocantins";"Tocantins";"NORTE";3356
171889;"Santa Rita do Tocantins";"Tocantins";"NORTE";2343
171890;"Santa Rosa do Tocantins";"Tocantins";"NORTE";4833
171900;"Santa Tereza do Tocantins";"Tocantins";"NORTE";2825
172000;"Santa Terezinha do Tocantins";"Tocantins";"NORTE";2550
172010;"São Bento do Tocantins";"Tocantins";"NORTE";5231
172015;"São Félix do Tocantins";"Tocantins";"NORTE";1571
172020;"São Miguel do Tocantins";"Tocantins";"NORTE";11906
172025;"São Salvador do Tocantins";"Tocantins";"NORTE";3084
172030;"São Sebastião do Tocantins";"Tocantins";"NORTE";4749
172049;"São Valério";"Tocantins";"NORTE";4111
172065;"Silvanópolis";"Tocantins";"NORTE";5399
172080;"Sítio Novo do Tocantins";"Tocantins";"NORTE";9192
172085;"Sucupira";"Tocantins";"NORTE";1941
172090;"Taguatinga";"Tocantins";"NORTE";16530
172093;"Taipas do Tocantins";"Tocantins";"NORTE";2130
172097;"Talismã";"Tocantins";"NORTE";2777
172100;"Palmas";"Tocantins";"NORTE";286787
172110;"Tocantínia";"Tocantins";"NORTE";7460
172120;"Tocantinópolis";"Tocantins";"NORTE";23119
172125;"Tupirama";"Tocantins";"NORTE";1843
172130;"Tupiratins";"Tocantins";"NORTE";2574
172208;"Wanderlândia";"Tocantins";"NORTE";11677
172210;"Xambioá";"Tocantins";"NORTE";11683
210005;"Açailândia";"Maranhão";"NORDESTE";111339
210010;"Afonso Cunha";"Maranhão";"NORDESTE";6486
210015;"Água Doce do Maranhão";"Maranhão";"NORDESTE";12457
210020;"Alcântara";"Maranhão";"NORDESTE";21673
210030;"Aldeias Altas";"Maranhão";"NORDESTE";26387
210040;"Altamira do Maranhão";"Maranhão";"NORDESTE";8070
210043;"Alto Alegre do Maranhão";"Maranhão";"NORDESTE";26872
210047;"Alto Alegre do Pindaré";"Maranhão";"NORDESTE";31312
210050;"Alto Parnaíba";"Maranhão";"NORDESTE";11001
210055;"Amapá do Maranhão";"Maranhão";"NORDESTE";6895
210060;"Amarante do Maranhão";"Maranhão";"NORDESTE";41106
210070;"Anajatuba";"Maranhão";"NORDESTE";27352
210080;"Anapurus";"Maranhão";"NORDESTE";15696
210083;"Apicum-Açu";"Maranhão";"NORDESTE";18374
210087;"Araguanã";"Maranhão";"NORDESTE";15332
210090;"Araioses";"Maranhão";"NORDESTE";46074
210095;"Arame";"Maranhão";"NORDESTE";32145
210100;"Arari";"Maranhão";"NORDESTE";29388
210110;"Axixá";"Maranhão";"NORDESTE";11975
210120;"Bacabal";"Maranhão";"NORDESTE";103359
210125;"Bacabeira";"Maranhão";"NORDESTE";17053
210130;"Bacuri";"Maranhão";"NORDESTE";17435
210135;"Bacurituba";"Maranhão";"NORDESTE";5574
210140;"Balsas";"Maranhão";"NORDESTE";94779
210150;"Barão de Grajaú";"Maranhão";"NORDESTE";18619
210160;"Barra do Corda";"Maranhão";"NORDESTE";87135
210170;"Barreirinhas";"Maranhão";"NORDESTE";62458
210173;"Belágua";"Maranhão";"NORDESTE";7422
210177;"Bela Vista do Maranhão";"Maranhão";"NORDESTE";11103
210180;"Benedito Leite";"Maranhão";"NORDESTE";5528
210190;"Bequimão";"Maranhão";"NORDESTE";20881
210193;"Bernardo do Mearim";"Maranhão";"NORDESTE";5973
210197;"Boa Vista do Gurupi";"Maranhão";"NORDESTE";9320
210200;"Bom Jardim";"Maranhão";"NORDESTE";41120
210203;"Bom Jesus das Selvas";"Maranhão";"NORDESTE";34278
210207;"Bom Lugar";"Maranhão";"NORDESTE";16214
210210;"Brejo";"Maranhão";"NORDESTE";36102
210215;"Brejo de Areia";"Maranhão";"NORDESTE";8696
210220;"Buriti";"Maranhão";"NORDESTE";28306
210230;"Buriti Bravo";"Maranhão";"NORDESTE";23495
210232;"Buriticupu";"Maranhão";"NORDESTE";71979
210235;"Buritirana";"Maranhão";"NORDESTE";15180
210237;"Cachoeira Grande";"Maranhão";"NORDESTE";8930
210240;"Cajapió";"Maranhão";"NORDESTE";11019
210250;"Cajari";"Maranhão";"NORDESTE";19110
210255;"Campestre do Maranhão";"Maranhão";"NORDESTE";14219
210260;"Cândido Mendes";"Maranhão";"NORDESTE";19943
210270;"Cantanhede";"Maranhão";"NORDESTE";21759
210275;"Capinzal do Norte";"Maranhão";"NORDESTE";10713
210280;"Carolina";"Maranhão";"NORDESTE";23803
210290;"Carutapera";"Maranhão";"NORDESTE";23576
210300;"Caxias";"Maranhão";"NORDESTE";162657
210310;"Cedral";"Maranhão";"NORDESTE";10490
210312;"Central do Maranhão";"Maranhão";"NORDESTE";8615
210315;"Centro do Guilherme";"Maranhão";"NORDESTE";13555
210317;"Centro Novo do Maranhão";"Maranhão";"NORDESTE";21565
